[2024-12-02 21:40:07] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-12-02 21:40:07] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-02 21:40:07] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-12-02 21:40:11] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-12-02 21:40:12] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-12-02 21:40:12] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-02 21:40:22] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607\
[2024-12-02 21:40:23] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/diana-marquez-copa-net/
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:11] [class-ss-page.php:119] Checking Content Identical:de789915190f058ddef79a3f064b285ff6b73fac===. Value: FALSE
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css
[2024-12-02 21:41:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 693
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e297762997-wZtMNL.tmp
[2024-12-02 21:41:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css?simply_static_page=3012
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css?simply_static_page=3012
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:103] Filesize: 74828 bytes
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e297762997-wZtMNL.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:11] [class-ss-page.php:119] Checking Content Identical:cca0feba430b39b2aa16fae2b815ea4f31e28376===. Value: FALSE
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css
[2024-12-02 21:41:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 693
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29779364f-D5MbKO.tmp
[2024-12-02 21:41:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?simply_static_page=3013
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?simply_static_page=3013
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:103] Filesize: 60547 bytes
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29779364f-D5MbKO.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:11] [class-ss-page.php:119] Checking Content Identical:ff2e3b45bf634c3f1187249273f158f76a313548===. Value: FALSE
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css
[2024-12-02 21:41:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 693
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e2977c13b5-bMy2WH.tmp
[2024-12-02 21:41:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?simply_static_page=3014
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?simply_static_page=3014
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:103] Filesize: 1133 bytes
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e2977c13b5-bMy2WH.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:11] [class-ss-page.php:119] Checking Content Identical:becbf99f682ee2e16beaa65d0addc98f6a4aa716===. Value: FALSE
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css
[2024-12-02 21:41:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 693
[2024-12-02 21:41:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e2977e62df-LIXgEN.tmp
[2024-12-02 21:41:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?simply_static_page=3015
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?simply_static_page=3015
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:103] Filesize: 1076 bytes
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css
[2024-12-02 21:41:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e2977e62df-LIXgEN.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:12] [class-ss-page.php:119] Checking Content Identical:536fdc115c59cafb63dd75b83741e2c3f9068758===. Value: FALSE
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css
[2024-12-02 21:41:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 693
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29781726c-WcOn5n.tmp
[2024-12-02 21:41:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css?simply_static_page=3016
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css?simply_static_page=3016
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:103] Filesize: 39398 bytes
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29781726c-WcOn5n.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.css
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:12] [class-ss-page.php:119] Checking Content Identical:873d2acbaa8c14439aecf01142a2fd25804b0475===. Value: FALSE
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css
[2024-12-02 21:41:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 693
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e2978419b2-x0Talq.tmp
[2024-12-02 21:41:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?simply_static_page=3017
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?simply_static_page=3017
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:103] Filesize: 31400 bytes
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e2978419b2-x0Talq.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:12] [class-ss-page.php:119] Checking Content Identical:d644f242b1523efc05409a0f03ce70d2aa518da9===. Value: FALSE
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css
[2024-12-02 21:41:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 693
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29786ec4d-9mkpYT.tmp
[2024-12-02 21:41:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?simply_static_page=3018
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?simply_static_page=3018
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:103] Filesize: 72184 bytes
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29786ec4d-9mkpYT.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:12] [class-ss-page.php:119] Checking Content Identical:f7320458aadcbaa2ed94c43c8d7ddb9361d0b106===. Value: FALSE
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css
[2024-12-02 21:41:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 693
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e29789f4df-h1Updv.tmp
[2024-12-02 21:41:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?simply_static_page=3019
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?simply_static_page=3019
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:103] Filesize: 58071 bytes
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e29789f4df-h1Updv.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:12] [class-ss-page.php:119] Checking Content Identical:a1869e155e92fa178b9c3ae6dff787df57f195c6===. Value: FALSE
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2024-12-02 21:41:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 693
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e2978cc118-o1VOhL.tmp
[2024-12-02 21:41:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css?simply_static_page=3020
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css?simply_static_page=3020
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:103] Filesize: 1135 bytes
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e2978cc118-o1VOhL.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.css
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:12] [class-ss-page.php:119] Checking Content Identical:66805106f7661bfef428a63cb29bcc8a435e8c67===. Value: FALSE
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2024-12-02 21:41:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 693
[2024-12-02 21:41:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e2978f13c5-5r30AY.tmp
[2024-12-02 21:41:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?simply_static_page=3021
[2024-12-02 21:41:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?simply_static_page=3021
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:103] Filesize: 1078 bytes
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e2978f13c5-5r30AY.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:13] [class-ss-page.php:119] Checking Content Identical:9f49a01a2cf908c9e616746f5d551c0f956a2dc7===. Value: FALSE
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2024-12-02 21:41:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 693
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e297920156-QX2uYG.tmp
[2024-12-02 21:41:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?simply_static_page=3022
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?simply_static_page=3022
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:103] Filesize: 1128 bytes
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e297920156-QX2uYG.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:13] [class-ss-page.php:119] Checking Content Identical:26be6e8bf88e68bba0bbc66700241168c47f87df===. Value: FALSE
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2024-12-02 21:41:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 693
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e2979445ab-Q2w11g.tmp
[2024-12-02 21:41:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?simply_static_page=3023
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?simply_static_page=3023
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:103] Filesize: 1070 bytes
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e2979445ab-Q2w11g.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:13] [class-ss-page.php:119] Checking Content Identical:d52881845b897431d2bff325301fbb356558d7c8===. Value: FALSE
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css
[2024-12-02 21:41:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 693
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/674e2979675d1-NCNbzj.tmp
[2024-12-02 21:41:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css?simply_static_page=3024
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css?simply_static_page=3024
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:103] Filesize: 8077 bytes
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css
[2024-12-02 21:41:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/674e2979675d1-NCNbzj.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1733175607/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.css
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-02 21:41:13] [class-ss-page.php:119] Checking Content Identical:8f4703f04eec9e4fc7909fc19313bf4676c30ba2===. Value: FALSE
[2024-12-02 21:41:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/font-awesome/css/svg-with-js.min.css
