[2024-12-12 17:41:16] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-12 17:41:16] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-12 17:41:17] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-12 17:41:23] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-12 17:41:23] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-12 17:41:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-12 17:41:38] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276\
[2024-12-12 17:41:39] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/diana-marquez-copa-net/
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css?simply_static_page=1529
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:103] Filesize: 180 bytes
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b114396-CD2CdB.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateIn.min.css
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:13] [class-ss-page.php:119] Checking Content Identical:8cf0a16973a7dcbe8c3fe94b4b8d36a57fa2f78c===. Value: FALSE
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-12 17:43:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 694
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b143db1-SWEtZ0.tmp
[2024-12-12 17:43:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=1530
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css?simply_static_page=1530
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:103] Filesize: 262 bytes
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b143db1-SWEtZ0.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.css
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:13] [class-ss-page.php:119] Checking Content Identical:16f456a48527457bc83d690e7ad91dd1f6ebdf37===. Value: FALSE
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-12 17:43:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 694
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b176c51-ETNq0c.tmp
[2024-12-12 17:43:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=1531
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css?simply_static_page=1531
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:103] Filesize: 213 bytes
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b176c51-ETNq0c.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownLeft.min.css
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:13] [class-ss-page.php:119] Checking Content Identical:57e3fda0a8e30bad4647c1729b3bbb96ff56bc3f===. Value: FALSE
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-12 17:43:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 694
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b1a4686-8bv2ID.tmp
[2024-12-12 17:43:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=1532
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css?simply_static_page=1532
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:103] Filesize: 266 bytes
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b1a4686-8bv2ID.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.css
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:13] [class-ss-page.php:119] Checking Content Identical:2b3df65c0a0834426f8a634e0b59026305501dc7===. Value: FALSE
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-12 17:43:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 694
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b1d5314-aAk8Fz.tmp
[2024-12-12 17:43:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=1533
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css?simply_static_page=1533
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:103] Filesize: 217 bytes
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-12 17:43:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b1d5314-aAk8Fz.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInDownRight.min.css
[2024-12-12 17:43:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:14] [class-ss-page.php:119] Checking Content Identical:b8d43bf2e1e06d43d91633761747d5f00874dc12===. Value: FALSE
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-12-12 17:43:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 694
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b217f8e-i8LZde.tmp
[2024-12-12 17:43:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=1534
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css?simply_static_page=1534
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:103] Filesize: 255 bytes
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b217f8e-i8LZde.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.css
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:14] [class-ss-page.php:119] Checking Content Identical:8b06bf703a96800272c51e987a6b23d788db718f===. Value: FALSE
[2024-12-12 17:43:14] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 50 of 694 pages/files
[2024-12-12 17:43:14] [class-ss-archive-creation-job.php:212] We're not done with the fetch_urls task yet
[2024-12-12 17:43:14] [class-ss-archive-creation-job.php:172] Current task: fetch_urls
[2024-12-12 17:43:14] [class-ss-archive-creation-job.php:182] Performing task: fetch_urls
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:69] Total pages: 694; Pages remaining: 594
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-12-12 17:43:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 694
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b25344e-SrY2Us.tmp
[2024-12-12 17:43:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=1535
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css?simply_static_page=1535
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:103] Filesize: 206 bytes
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b25344e-SrY2Us.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpLeft.min.css
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:14] [class-ss-page.php:119] Checking Content Identical:d7af9caeef75433a037b598ae10ee97f187e70d4===. Value: FALSE
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-12-12 17:43:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 694
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b28d320-xxGJ1B.tmp
[2024-12-12 17:43:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=1536
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css?simply_static_page=1536
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:103] Filesize: 261 bytes
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b28d320-xxGJ1B.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.css
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:14] [class-ss-page.php:119] Checking Content Identical:7ebb05207931e1e0513ae3cd53a7a20037d13e6e===. Value: FALSE
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2024-12-12 17:43:14] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 694
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b2c220d-DGoMMY.tmp
[2024-12-12 17:43:14] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css?simply_static_page=1537
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css?simply_static_page=1537
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:103] Filesize: 212 bytes
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2024-12-12 17:43:14] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b2c220d-DGoMMY.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rotateInUpRight.min.css
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:14] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:14] [class-ss-page.php:119] Checking Content Identical:0d2c7bfec4ff7fd019354d3d1e8cbd34a865f4bd===. Value: FALSE
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2024-12-12 17:43:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 694
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b304c8e-wSCyLt.tmp
[2024-12-12 17:43:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css?simply_static_page=1538
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css?simply_static_page=1538
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:103] Filesize: 353 bytes
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b304c8e-wSCyLt.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.css
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:15] [class-ss-page.php:119] Checking Content Identical:9de5c301daf676c37cc64fb528e17ca2fd6f7908===. Value: FALSE
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2024-12-12 17:43:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 694
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b352184-3zMpkt.tmp
[2024-12-12 17:43:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css?simply_static_page=1539
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css?simply_static_page=1539
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:103] Filesize: 264 bytes
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b352184-3zMpkt.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/rubberBand.min.css
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:15] [class-ss-page.php:119] Checking Content Identical:1c58a1ccb29f020156ad9c65707840654d3e69f3===. Value: FALSE
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2024-12-12 17:43:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 694
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b3863ed-Ggokgg.tmp
[2024-12-12 17:43:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css?simply_static_page=1540
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css?simply_static_page=1540
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:103] Filesize: 246 bytes
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b3863ed-Ggokgg.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/shake.css
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:15] [class-ss-page.php:119] Checking Content Identical:7f77c53b4d18ec330583d40ee1b03062030a1a0e===. Value: FALSE
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2024-12-12 17:43:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 694
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b3b6be4-PKwISR.tmp
[2024-12-12 17:43:15] [class-ss-page-handler.php:38] URL Prepared:http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css?simply_static_page=1541
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css?simply_static_page=1541
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:103] Filesize: 184 bytes
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\FREDDY~1\AppData\Local\Temp/675b20b3b6be4-PKwISR.tmp to C:\xampp\htdocs\diana-marquez-copa-net/wp-content/uploads\simply-static\temp-files/simply-static-1-1734025276/wp-content/plugins/elementor/assets/lib/animations/styles/shake.min.css
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-12 17:43:15] [class-ss-page.php:119] Checking Content Identical:e001cef697cb1ccbae9bcd390e086748aff762a9===. Value: FALSE
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:72] URL: http://localhost/diana-marquez-copa-net/wp-content/plugins/elementor/assets/lib/animations/styles/slideInDown.css
[2024-12-12 17:43:15] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 694
[2024-12-12 17:43:15] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-12 17:43:15] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\FREDDY~1\AppData\Local\Temp/675b20b3edc70-eYrtRT.tmp
